date_received	product	sub_product	issue	sub_issue	consumer_complaint_narrative	company_public_response	company	state	zip_code	tags	consumer_consent_provided	submitted_via	date_sent_to_company	company_response_to_consumer	timely_response	consumer_disputed	complaint_id
2017-03-06	Mortgage	Home equity loan or line of credit	Loan servicing, payments, escrow account		"I had a home equity line of credit with First Merit Bank now part of XXXX and recently closed it due to the sale of my condo. I was assessed an account closure fee of {$350.00} even though the schedule of fees did not include this fee. Buried in the language of the loan documents it said that they MAY charge an account closure fee. It did not state that they would charge a fee. I spoke to an individual that stated even though the language says they may charge a fee it is their practice to charge a fee. This language is extremely ambiguous as the institution can pick and choose who they want to discriminate against and charge this fee. Being a XXXX customer, I feel that I was unfairly discriminated against due to my XXXX background. Further I believe this to be a UDAAP violation as they are engaged in a deceptive practice indicating that they MAY charge a fee when they do charge it. 

A formal investigation should be opened against this institution and there should be a regulatory enforcement action against them."		FIRSTMERIT BANK, N.A.	IL	606XX		Consent provided	Web	2017-03-08	Closed with explanation	True	No	2374040
2017-03-06	Student loan	Federal student loan servicing	Dealing with my lender or servicer	Don't agree with fees charged	In the past I 've come across some hard times and needed help. Navient or XXXX alays gave me the feeling that I was doing something wrong. I 've called a few time to be put on forbearance, hold off on payments or what we you want to call it. It 's difficult to say what I 'm on right now because it 's confusing when I call and I never understand what they say. I feel they try to trick you into doing something you really do n't need to do. As of right now I will be paying for my student loans until I pass away. It 's sad that I let it get like this but to get a degree and colleges cost so much, this is the only way to achieve this. I 'm racking up inyerest, late fees and who knows what else. I 'm worried that Navient /XXXX is making it hard for me.		Navient Solutions, LLC.	IN	474XX		Consent provided	Web	2017-03-08	Closed with explanation	True	No	2372120
2017-03-08	Credit reporting		Incorrect information on credit report	Account status			EQUIFAX, INC.	PA	15147		Consent not provided	Web	2017-03-08	Closed with explanation	True	No	2377113
2017-03-03	Debt collection	I do not know	Cont'd attempts collect debt not owed	Debt is not mine	"On XX/XX/2017, I received an alert via my XXXX account that a collection account from SW CREDIT SYSTEMS L.P. had been added to my credit report. The account referred to a XXXX account. This collection account was added to my credit report without any prior contact from SW Credit Systems. It is not mine -- I have a current and active account with XXXX. 

On XX/XX/2017, I sent a debt validation letter by certified mail to SW Credit Systems requesting them to validate this debt. They have not responded."		Southwest Credit Systems, L.P.	GA	303XX		Consent provided	Web	2017-03-08	Closed with explanation	True	No	2369788
2017-02-10	Student loan	Non-federal student loan	Getting a loan	Qualify for a better loan than offered	I was accepted into XXXX University XXXX XXXX XXXX XXXX program in XX/XX/XXXX. I successfully completed the program, however decided not to attend and instead apply to XXXX. I chose this route after learning that the facts that XXXX promoted about their graduates obtaining American XXXX were not true, and I did not want to jeopardize my future career. In order to pay for my tuition I had to take out a private loan. I applied for a XXXX XXXX XXXX loan which I was approved for, however when I informed the registrar department about my loan servicer, they encouraged me to instead take out a loan with XXXX student loans. They informed me that they had a very good relationship with this loan provider and how they disperse funds very expedient. They also told me that if my XXXX loan does not get dispersed before the end of the week, they will drop me from my classes. Out of fear of losing my spot in the program I did apply for the XXXX loan. XXXX filed for bankruptcy and I received no paperwork about my loans for years ; not until I graduated from XXXX school in XX/XX/XXXX I received correspondence. At that point my student loan had doubled in amount due to the high interest rates. However, this loan has exponentially increased compared to my other student loans. I feel like i was coerced by the registrar department at XXXX to take out this loan which is now 3x the amount. If I had gone with my original loan servicer, my balance would not be as high. I am still in XXXX and my loans are in deferment for atleast another 2 years. From investigating I have also learnt that XXXX now offers a money back guarantee for their XXXX program. I was looking for some guidance on what to do in a situation like this.		TRANSWORLD SYSTEMS INC	PA	184XX		Consent provided	Web	2017-03-08	Closed with explanation	True	No	2338977
2017-03-08	Mortgage	Conventional fixed mortgage	Loan servicing, payments, escrow account				NATIONSTAR MORTGAGE	NH	03216		Consent not provided	Web	2017-03-08	Closed with explanation	True	No	2374791
2017-02-15	Debt collection	I do not know	Cont'd attempts collect debt not owed	Debt is not mine	Continue to receive calls for debt that is not mine. Similar name but a different person not me.		Citi Management Group, LLC	TX	782XX		Consent provided	Web	2017-03-08	Untimely response	False	No	2346326
2017-02-23	Debt collection	Credit card	Disclosure verification of debt	Not given enough info to verify debt			Synovus Bank	MD	20716		Consent not provided	Web	2017-03-08	Closed with explanation	True	No	2357794
2017-03-02	Mortgage	FHA mortgage	Loan modification,collection,foreclosure		"I bought my house with an FHA mortgage loan that is held by Carrington Mortgage. I lost my job as a XXXX after 5 years and was waiting to be approved for unemployment and we submitted a payment for that month -- -but it was not a full payment. We did this for a few months and Carrington accepted this. Then suddenly they told us they would no longer accept partial payments. We asked if we could be considered for a modification or a restructuring of the loan or even a repayment plan. We were told no, they would not work with us, they would not assign a dedicated contact and they began the foreclosure process. We were told the only option was to reinstate the full past due balance in one lump sum and we could not do that at the time. 

I believe Carrington is in violation of state and federal guidelines relating to the servicing and handling of this loan. I was told by a counselor that they are required to review and consider myself and my husband 's financial situation for all programs available to struggling FHA loan borrowers. They have not done so, and have denied us access to programs such as modification, partial claim, forbearance or repayment plan. Despite my request for consideration for these programs or some type of review Carrington has refused to work with me. 

Due to my unexpected loss of a job we struggled to make our mortgage payment but still continued to pay what we could each month while going through this hardship. My husband is working and we have the means to afford a fair and reasonable payment. But right now we are being told there are no possible options available, and I just do n't think that is right. We need some help to break through the brick wall that Carrington has put up against our family. We want to get this loan back on track."		CARRINGTON MORTGAGE SERVICES	FL	347XX		Consent provided	Web	2017-03-08	Closed with explanation	True	No	2368938
2017-01-14	Mortgage	Conventional fixed mortgage	Loan modification,collection,foreclosure		Due to a loss of income i have reached out several times to HSBC to reduce my mortgage rate. all they have been doing is extending the term which is putting me in more and more death. i can not understand why as a consumer trying to do the right thing and not fall behind on my mortgage they are not able to assist me. All i want is a permanent fixed low interest rate. I have even hired lawyers spend money, and all lawyers tell me is that its difficult with HSBC you have to fall behind for them to reduce your rate. My credit is already not good, i have credit deaths so why would i want to increase that i also have a kid that i have to show some sort of example for. Why when im trying to do the right thing and not fall behind i am unable to get the necessary to have a roof over my daughter head. I am sure im not the only consumer having this issue.		OCWEN LOAN SERVICING LLC	NY	114XX		Consent provided	Web	2017-03-08	Closed with explanation	True	No	2288183
2017-03-06	Consumer Loan	Title loan	Charged fees or interest I didn't expect		In XX/XX/XXXX I took a title loan for {$2000.00} with Loanmart through a Payday store. I paid $ 220.00+ a month for three years. On XX/XX/XXXX I made my last payment to them. It was hopeless my balance was $ 5000.00+. The vehicle is a XXXX van. The vehicle has not been registered since XXXX no insurance. It has been sitting for six years. I contacted Loanmart two years ago and was told they do n't want the vehicle and if I do n't have any money to pay them there is nothing to discuss! Recently I 've been searching on what I can do, I ca n't leave the vehicle parked any longer. For the last year I 've been receiving email as advertisement from Loanmart in my spam folder which are settlement offers. I received XXXX in my inbox a few weeks ago advertising 30 % off, now I do n't know if that is off the payoff {$5000.00} the principal {$1700.00}, interest bal {$3200.00}. I 'm working through XXXX, but I 'm getting no where. I 've been emailing them for a solution and over and over they would n't tell me unless I called them. Ill not speak to them from prior phone conversations I get to upset. So finally I wrote a letter not so nice and finally got a answer from the supervisor with an offer for {$1200.00} XXXX lump sum. That 's the 30 % off offer. I 'm now a senior citizen on Social security and do n't have {$1200.00} more money to give them for what? The vehicle is broken, no tires, cracked Windows, check engine light on, transmission something is wrong. It has n't been started for 6years. XXXX is {$2000.00} in good condition, so why would I give them {$1200.00}? I do n't understand. They have n't contacted me since my last payment in XXXX, only the spam emails. In XXXX they continue to charge monthly {$200.00} + {$10.00} late fee until XXXX on XXXX they stopped late charges, XXXX, XXXX, XXXX, XXXX, XXXX they charged me anywhere from {$44.00} to {$59.00} a month for five years! I do n't know what that charge is? I do n't know what to do at this point. Ill not give them another XXXX, they wo n't give me the title. I 'm in collections for a write off! The vehicle sits! When I took the loan none of any of this was explained. It seemed like a normal loan, but the balance owing was growing faster then my payments. I have paid them over {$6000.00}. One of the big reasons I quit paying and did n't pay the registration was they told me they were going to repo the vehicle. They never came ... What can I do with the vehicle, I would like to try and fix it because I do n't have a car now. But, if they want to keep the title they need to come get their vehicle. It ca n't sit any longer! I would appreciate any advice you can offer me or help settling this horrible mistake I 've made. I 've documents if you need them. Thank You		WHEELS FINANCIAL GROUP, LLC.	CA	955XX	Older American	Consent provided	Web	2017-03-08	Closed with explanation	True	No	2372032
2017-03-04	Prepaid card	General purpose card	Managing, opening, or closing account				INCOMM HOLDINGS INC.	NY	11229		Consent not provided	Web	2017-03-08	Closed with explanation	True	No	2371774
2017-03-08	Debt collection	Other (i.e. phone, health club, etc.)	Disclosure verification of debt	Not given enough info to verify debt			PORTFOLIO RECOVERY ASSOCIATES INC	NJ	07950		Consent not provided	Web	2017-03-08	Closed with non-monetary relief	True	No	2374606
2017-03-08	Bank account or service	Checking account	Account opening, closing, or management				CIT BANK, NATIONAL ASSOCIATION	CA	91602		Consent not provided	Web	2017-03-08	Closed with explanation	True	No	2377604
2017-03-04	Mortgage	Conventional adjustable mortgage (ARM)	Loan servicing, payments, escrow account		I have a mortgage with Citizens One Home Loans which commenced in XXXX 2016. The mortgage amortization schedule was incorrect established at inception which they acknowledged. However I believe they made errors when recasting and adjusting the payments which caused inaccuracies in my 2016 YTD principal, interest and escrow balances. I have been trying to obtain resolution for several weeks but despite several requests for them to review my 2016 payment profile, they have not yet responded. Most recently I have been in touch with XXXX XXXX in the Chairman 's Office, who promised to get back to me within a few days, but over 2 weeks later I still have not heard back despite calling him on 2 further occasions.		CITIZENS FINANCIAL GROUP, INC.	NC	280XX		Consent provided	Web	2017-03-08	Closed with explanation	True	No	2371833
2017-03-08	Debt collection	Other (i.e. phone, health club, etc.)	Disclosure verification of debt	Right to dispute notice not received	"I have a a unverified account from FEDERL ADJUSTMENT BUREAU. I DO NOT RECOGNIZE this account. I have never done business with FEDERL ADJUSTMENT BUREAU. Pursuant to the Fair Debt Collection Practices Act ( FDCPA ) 15 U.S.C.1692g, I dispute the validity of the debt purport I owe. I request that FEDERL ADJUSTMENT BUREAU Provide verification of the following : 1. ) The original Application or contract ; 2. ) Any and all contractual agreements between myself and Federal Adjustment Bureau. 
3. ) Any and all signed receipts ; 4. ) Any and all canceled checks ; 5. ) Original date of default and collection activity begin 6. ). Whether you purchased the debt, and if so, the amount paid for the debt 7. ) The date ( s ) the debt allegedly accrued ; 8. ) An itemization of the costs, including an accounting, for any additional interest, charges, or other fees placed on this account. I want to request that FEDERL ADJUSTMENT BUREAU Cease and Desist all further communications and collection actives and provide the verification of the purported debt."		Federal Adjustment Bureau, Inc.	OH	432XX		Consent provided	Web	2017-03-08	Untimely response	False	No	2378164
2013-06-08	Mortgage	Other mortgage	Loan servicing, payments, escrow account				BANK OF AMERICA, NATIONAL ASSOCIATION	GA	31415	Older American		Web	2013-06-10	Closed with non-monetary relief	True	No	426890
2017-03-02	Credit reporting		Incorrect information on credit report	Account status			AES/PHEAA	CA	91320		Consent not provided	Web	2017-03-08	Closed with explanation	True	No	2368835
2017-03-06	Consumer Loan	Installment loan	Taking out the loan or lease		THIS CREDITOR IS REPORTING ON MY CREDIT REPORT I HAD A LOAN FROM THEM IN XXXX SC LOCATION. I HAVE NEVER HAD ACCOUNT IN XXXX SC. I ALSO DISPUTED THIS DEBT AND THEY FAIL TO REPORT IT AS DISPUTED TO CREDIT BUREAUS AND REPORTING INACCURATE INFORMATION WHICH IS AGAINST THE LAW. ACCORD TO FCRA SECTION XXXX. THEY HAVE NOT VALIDATED THIS DEBT!!		WORLD ACCEPTANCE CORPORATION	SC	293XX		Consent provided	Web	2017-03-08	Closed with explanation	True	Yes	2373382
2017-02-06	Debt collection	I do not know	Taking/threatening an illegal action	Sued w/o proper notification of suit	XXXX of XXXX lawfirm called my phone on XXXX/XXXX/17 in an attempt to get information to serve me court documents. I explained to him that I was unaware of who Household Bank was and he laughed. I told him the call was being recorded and he became indignant. He said that he was not giving me any other information other than the name. He hung up on me several times once I tried to get information. These calls are all recorded. He better leave me the XXXX alone. As far as in concerned he 's a XXXX con artist.		HSBC NORTH AMERICA HOLDINGS INC.	TX	765XX		Consent provided	Web	2017-03-08	Closed with explanation	True	Yes	2331021
2017-03-08	Debt collection	Other (i.e. phone, health club, etc.)	Cont'd attempts collect debt not owed	Debt is not mine			Convergent Resources, Inc.	MN	55811		Consent not provided	Web	2017-03-08	Closed with explanation	True	Yes	2375213
2017-03-01	Credit reporting		Incorrect information on credit report	Account terms			JPMORGAN CHASE & CO.	OR	97221		Consent not provided	Web	2017-03-08	Closed with explanation	True	No	2367731
2014-10-09	Credit reporting		Incorrect information on credit report	Account status			EQUIFAX, INC.	FL	33782			Postal mail	2014-10-16	Closed with explanation	True	Yes	1065958
2017-01-26	Debt collection	Other (i.e. phone, health club, etc.)	Cont'd attempts collect debt not owed	Debt is not mine	LexisNexis is reporting a tax lien on my credit filed that is not mine, I have to tried to contact this company several times and ca n't never get anyone on the phone the hold time on the phone is always long and never an answer.		LEXISNEXIS	TN	371XX		Consent provided	Web	2017-03-08	Closed with explanation	True	No	2313502
2017-03-08	Debt collection	Credit card	Cont'd attempts collect debt not owed	Debt was paid	Portfolio Recovery Associates filed a judgment against me for a debt that I did owe. I sent them a cashier 's check which they cashed on XX/XX/XXXX. I received a letter that my balance is 0. I have spoken to them on the phone numerous times with them stating my balance is 0. Now XXXX months later, they still have not processed my warrant of satisfaction. I have called the court to confirm that they have not received this paperwork. So I have a judgment on my credit report and with the court that I no longer owe. I have called them on 4 separate occasions to have this cleared up only to be told that I can call back. I am sorry but I should not have to keep hounding them to finish this up. I paid the debt, I no longer owe it so the warrant of satisfaction should have been filed a long time ago. This is the second time that I have had to file a complaint against this company. I do not trust them at all!!		PORTFOLIO RECOVERY ASSOCIATES INC	NJ	088XX		Consent provided	Web	2017-03-08	Closed with non-monetary relief	True	No	2377167
2017-03-08	Money transfers	International money transfer	Money was not available when promised				PAYPAL HOLDINGS INC.	CA	94577		Consent not provided	Web	2017-03-08	Closed with explanation	True	No	2375546
2017-03-08	Student loan	Federal student loan servicing	Dealing with my lender or servicer	Trouble with how payments are handled	I submitted a principal reduction payment for {$100.00} dollars on my loan in an effort to reduce my loan balance. They miss allocated the payment and charged me interest even though I am caught up on my regular payments. I made a payment on XX/XX/XXXX and in 6 days I somehow managed to accrue XXXX in interest charges. The odd thing is that from XX/XX/XXXX to XX/XX/XXXX according to the billing and payment allocation from n=Navient I only accrued XXXX cents in interest. It is my understanding from the promissory note that I can make principal reduction payments as long as I am current on my payment schedule which I am. They Explicitly state that you include specific payment instructions which I did.		Navient Solutions, LLC.	CA	920XX		Consent provided	Web	2017-03-08	Closed with explanation	True	Yes	2378120
2017-03-08	Debt collection	Credit card	Disclosure verification of debt	Not given enough info to verify debt	"This debt is a credit card debt I believe - I never received any verification of debt. The collection company, Unifund, filed for judgment against my homestead property in XXXX. I was going thru a divorce and the death of my brother from XXXX. I just received a copy of a cause filed for notice of substitution of counsel for Unifund - I have not received any certified mail for this information. 
Texas Law under the Texas Property Code, Title 5 A provides protection for a homesteaded property against debtor claims and is exempt from this type of collection. I am requesting immediate removal and release of the current judgement that was filed in XX/XX/XXXX against the property located at XXXX XXXX XXXX, XXXX, Texas XXXX. The county records clearly indicated the homesteaded designation and the attorney for Unifund accessed those records prior to filing in court. I respectfully request immediate release of the judgement by the firm or the substitute attorney or entity who is assuming the cause. Please immediately prepare and execute the document, file it in the court and clerks office with a certified copy sent to me. I am attaching a copy of the voters registration for the property from XX/XX/XXXX thru current copy of the county records showing the Homestead exemption in place. Additionally I am sending a copy of the complaint to the Texas Attorney General Office for records."		Credit Card Receivables Fund Incorporated	TX	787XX	Older American	Consent provided	Web	2017-03-08	Closed with explanation	True	No	2375930
2017-03-03	Debt collection	I do not know	Cont'd attempts collect debt not owed	Debt is not mine			Bison Recovery Group, Inc.	MI	48135		Consent not provided	Web	2017-03-08	Closed with explanation	True	No	2370182
2017-03-08	Bank account or service	Other bank product/service	Using a debit or ATM card		"I am a resident of XXXX and have been banking with Santander since XX/XX/XXXX. On XX/XX/XXXX significant amounts of money were fraudulently withdrawn from my Santander checking and money market accounts. A substantial cash withdrawal from my money market account was made at a Santander branch at XXXX XXXX XXXX, XXXX ; shortly thereafter another substantial cash withdrawal from my checking account was made at a Santander branch at XXXX XXXX XXXX, XXXX. 
Four days later, when I was checking my balances online, I noticed the withdrawal activity and immediately notified Santander. I spoke to a representative ( XXXX ), who informed me to contact the Fraud Department. On XX/XX/XXXX I called the Santander Fraud Department, spoke to a XXXX XXXX, and filed a claim. XXXX XXXX informed me my accounts were initially 'flagged and frozen ', to sign an affidavit at a local branch, and file a police report with my Township Police Department -- all of which I completed that day. 
After filing my claim, the total amounts fraudulently withdrawn from my Santander accounts were returned and I received a 'Fraud Claim Receipt ' letter from Santander indicating that my case had been assigned to a case manager, XXXX XXXX XXXX and that I will 'be notified in writing of the results of [ the ] investigation of my claim '. This same letter specified that I was assigned a Fraud Investigator, XXXX XXXX. On XX/XX/XXXX XXXX XXXX called and informed me that the perpetrator used only fake identification and a credit card to withdraw the funds from my account. He also said I was misinformed by XXXX XXXX and that indeed my accounts were never 'flagged and frozen ' and that this incident did not warrant those actions. XXXX XXXX further said that he will not 'notify me in writing of the results of [ the ] investigation of my claim ' as indicated in the letter I received from Santander . 
I was understandably vexed as to how and why this type of fraudulent activity could transpire, why my accounts were not immediately placed on hold, why I was not informed of these activities, why I would not receive the investigation document promised by Santander, and why I was grossly misinformed of important details by my case manager, XXXX XXXX. XXXX XXXX defended the policies of Santander by stating that it is a 'customer service business and anyone with identification ( driver 's license ) can get access to any account ' -- effectively, access to funds supersedes bank protection of funds. XXXX XXXX informed me that since I received my money back, my case is settled and I should have no other concerns. 
XXXX XXXX then posed the question : 'just because you decide to withdraw a lot of money -- does that make it wrong '? The answer to that is : exclusively, no. However, given the weight of evidence in relation to my regular banking practices ( since opening accounts ) there are some clear and obvious inconsistencies : 1 ) Out-of-state branch transactions ( XXXX in XXXX since opening accounts ), 2 ) High dollar amounts ( XXXX cash withdrawals over XXXX since opening accounts ), 3 ) Missing bank card ( XXXX attempts to withdrawal cash without card since opening accounts ), 4 ) Back-to-back high-value cash withdrawals in different branches within same city ( XXXX consecutive cash withdrawals over XXXX since opening accounts ), XXXX ) Recent account conversion ( 1 day prior converted savings to MM ). 
This letter serves as a testimony to the susceptibility of the Santander security architecture and the inferior communicative efforts in the aftermath of that security failure. My confidence and respect in banking with Santander has been entirely diminished ; my hope is that my unfortunate experience with Santander might serve as a warning to others in the banking security sector."		SANTANDER BANK, NATIONAL ASSOCIATION	PA	171XX		Consent provided	Web	2017-03-08	Closed	True	No	2374783
2017-03-08	Credit card		Billing disputes				CAPITAL ONE FINANCIAL CORPORATION	GA	30097		Consent not provided	Web	2017-03-08	Closed with explanation	True	Yes	2377355
2017-03-06	Student loan	Federal student loan servicing	Can't repay my loan	Can't decrease my monthly payments			Navient Solutions, LLC.	NJ	07882		Consent not provided	Web	2017-03-08	Closed with explanation	True	No	2372208
2017-03-08	Credit reporting		Incorrect information on credit report	Account status			EQUIFAX, INC.	GA	31634		Consent not provided	Web	2017-03-08	Closed with explanation	True	Yes	2377456
2017-03-05	Student loan	Federal student loan servicing	Dealing with my lender or servicer	Received bad information about my loan	"On XX/XX/2017 I reached out to Nelnet regarding an extension for my Income Based Repayment Plan because I had yet to receive my W-2 's. The representative informed me that this information was not due until XXXX and I had "" plenty of time ''. I then asked her to notate my account of this "" due date '' and she did. Today, XX/XX/2017 I called Nelnet and requested the IBR form and the rep. informed me that the form was due tomorrow and that I have been "" kicked off '' IBR and that I would face capitalization of my accrued interest of the past year and that would be applied to my principal balance. She acknowledged that a rep had written an XXXX due date on my account and that this was incorrect information given to me by this representative. Since she would not assist me after I was provided incorrect information by her colleague, I asked to speak to a manager. I was transferred to XXXX who stated that my IBR form was not due tomorrow, but due last month. He also acknowledged the XXXX due date notated on my account and also acknowledged that I was given an incorrect due date however would not assist me. In fact, I am being penalized. I am now being Capitalized on my interest, in the amount of {$2300.00}, toward my principal balance. Both representatives are acknowledging that another agent gave me that information and are still penalizing me for acting on it."		NELNET, INC.	FL	327XX	Servicemember	Consent provided	Web	2017-03-08	Closed with explanation	True	No	2372029
2017-03-06	Mortgage	Other mortgage	Loan modification,collection,foreclosure		We are in Foreclosure and trying to sell this home. We have a short sale and the first lien holder can not give us a short sale approval since there is a 2nd mortgage on the sellers title. After speaking with customer service for Chase Home Equity Mortgage XXXX, they stated that this file was no longer in their system, and that if I need a release of mortgage I would have to send written request for that release of mortgage. We have Fax a request to Chase Equity Research Department on XXXX XXXX, 2017 and again XXXX XXXX 2017 and have been unable to get anyone to respond since the Research department does not provide a phone number to JP Morgan Chase Home Equity Mortgage equity research department for a Washington Mutual WAMU Equity Plus Mortgage XXXX XXXX XXXX.		JPMORGAN CHASE & CO.	FL	330XX		Consent provided	Web	2017-03-08	Closed with explanation	True	No	2374248
2017-02-16	Student loan	Non-federal student loan	Dealing with my lender or servicer	Received bad information about my loan	A loan was taken out for XXXX and disbursed XXXX/XXXX/XXXX and out of school date was XXXX/XXXX/XXXX under loan # XXXX. Co-signer #. XXXX. Payment of XXXX was made in XXXX/XXXX/XXXX and late fee of XXXX. The account balance should be approximately 14,000 with interest and late fees. In the mean time IRS refund checks under XXXX XXXX XXXX XXXX From XXXX - XXXX are being sent and directed to U.S. Dept of education national payment center, XXXX. XXXX XXXX, XXXX XXXX XXXX. I am told that the account was referred to this company for collection. This company created a new account under XXXX and claiming the amount due is XXXX. I believe that the aes and this company is accepting and making the account owed double. I would like to have the IRS make this company send those funds to the proper payment center in XXXX XXXX where the account originated. I would like to have the daily compounded interest and late fees adjusted properly from XXXX. Any questions please contact me at XXXX or email me at XXXXXXXXXXXX.		AES/PHEAA	FL	321XX		Consent provided	Web	2017-03-08	Closed with explanation	True	No	2347744
2016-11-23	Credit card		Unsolicited issuance of credit card		"I received an unsolicited credit card from Synchrony Financial for "" XXXX XXXX '. I do n't know of any financial connection to either company. 
I opted out of all prescreened credit card offers as recently as 2013. Therefore I believe XXXX or XXXX companies are violating the law."	Company has responded to the consumer and the CFPB and chooses not to provide a public response	SYNCHRONY BANK	IL	600XX		Consent provided	Web	2016-11-23	Closed with non-monetary relief	True	No	2222537
2017-04-21	Debt collection	Medical	Disclosure verification of debt	Not given enough info to verify debt			ROBERT TIMMS AND ASSOCIATES INC.	NJ	07650			Web	2017-04-21	Untimely response	False	No	2445616
2017-04-26	Credit reporting, credit repair services, or other personal consumer reports	Credit reporting	Incorrect information on your report	Public record information inaccurate			EQUIFAX, INC.	IN	46536			Postal mail	2017-04-27	In progress	True		2467534
2017-03-08	Credit reporting		Credit reporting company's investigation	No notice of investigation status/result			EQUIFAX, INC.	GA	30824		Consent not provided	Web	2017-03-08	Closed with explanation	True	No	2378272
2017-03-08	Credit reporting		Incorrect information on credit report	Information is not mine			EQUIFAX, INC.	TX	79414		Consent not provided	Web	2017-03-08	Closed with explanation	True	No	2378159
2016-11-18	Credit reporting		Credit monitoring or identity protection	Problem with fraud alerts		Company has responded to the consumer and the CFPB and chooses not to provide a public response	EXPERIAN DELAWARE GP	WA	98620			Fax	2016-11-21	Closed with explanation	True	No	2215622
2017-03-08	Debt collection	Credit card	Cont'd attempts collect debt not owed	Debt is not mine	Got a collection from XXXX XXXX XXXX in the sum of {$2300.00} for a credit card issued by XXXX Bank, when I call the agency I was told it was for a credit card I opened in 2003 however never owned a credit card from this bank, I was told I also have a judgment against me and I was threatened with court action this is the first time I am even hearing about this debt after 14 years.		Niagara Credit Solutions, Inc	MD	211XX		Consent provided	Web	2017-03-08	Closed with explanation	True	No	2377018
2017-03-08	Debt collection	Credit card	Disclosure verification of debt	Not given enough info to verify debt	I have sent numerous dispute letters disputing this account. With all the attempts they never validated the debt. My letter specifically stated that they must have all documents that bare my signature and also the billing ledger and any other information to prove that I was in default with this account. I have not gotten this information. As of today XXXX.		PORTFOLIO RECOVERY ASSOCIATES INC	FL	349XX		Consent provided	Web	2017-03-08	Closed with explanation	True	No	2377428
2017-02-02	Debt collection	I do not know	Disclosure verification of debt	Not given enough info to verify debt			ONEMAIN FINANCIAL HOLDINGS, LLC.	SC	29016		Consent not provided	Web	2017-03-08	Closed with explanation	True	No	2324553
2017-03-04	Credit card		Balance transfer		"On XXXX last year, I had requested for balance transfer {$1700.00} from XXXX CARDS ( Card Services ) to COMENITY -Total Rewards Visa Card as you will see at the attachment FCC XXXX ( XXXX ). But it does not go through until now. I did contact Customer Services at XXXX CARDS ( Card Services ), and they told me that they never receive any check with the amount {$1700.00} from COMENITY-Total Rewards Visa Card as attachments FCC 001 ( XXXX TO XXXX ) from XX/XX/XXXX to XX/XX/XXXX. I did contact Customer Services at COMENITY-Total Rewards Visa Card at XXXX, and talked to a lot of persons, such as : XXXX, she is Supervisor of Resolution Dept., and her ID # XXXX on XX/XX/XXXX at XXXX PM ( PST ). Next, XXXX, her ID # XXXX at Customer Care Dept. on XX/XX/XXXX at XXXX ( XXXX ). Last, XXXX, her ID # XXXX, she is the Account Manager on XX/XX/XXXX at XXXX ( XXXX ) .Both of them understood the problem, and they told me that they will ask Customer Care Team to dispute or stop the amount {$1700.00}, and credit back to my account plus {$17.00} for transaction fee, total amount should be credited back to my account is {$1700.00}. But this person, XXXX, who is XXXX Representative at Customer Care Team did not understand, or did not want to credit back to my account, he sent me a lot of letter, and tried to confuse me by linking to other amount as you will see at the attachment FCC 001 ( 5 ). I did not ask them to dispute or stop {$1700.00} to XXXX as attachment FCC 001 ( 6 ). The corrected remaining balance should be {$1500.00} after crediting {$1700.00} plus {$99.00} ( XXXX payments from XX/XX/XXXX to XX/XX/XXXX ). It is not {$3400.00} as attachment FCC 001 ( 7 ). I am very frustrated about this COMENITY-Total Rewards Visa Card. Please help to me solve this matter. 

Regards, XXXX"		Alliance Data Card Services	CA	906XX		Consent provided	Web	2017-03-08	Closed with monetary relief	True	Yes	2370102
2017-03-01	Debt collection	Other (i.e. phone, health club, etc.)	Cont'd attempts collect debt not owed	Debt is not mine			The CBE Group, Inc.	NY	14611		Consent not provided	Web	2017-03-08	Closed with explanation	True	No	2365795
2017-03-08	Debt collection	Other (i.e. phone, health club, etc.)	Disclosure verification of debt	Not given enough info to verify debt	I have an unverified account from KOHLS/CAPONE. I had previously disputed this account. I have never done business with KOHLS/CAPONE. Pursuant to the Fair Debt Collection Practices Act ( FDCPA ) 15 U.S.C.1692g, I dispute the validity of the debt purport I owe. I request that KOHLS/CAPONE Provide verification of the following : 1. The original Application or contract ; 2. Any and all statements allegedly related to this debt ; 3. Any and all signed receipts ; 4. Any and all canceled checks ; 5. Original date of default and collection activity begin 6. Whether you purchased the debt, and if so, the amount paid for the debt 7. The date ( s ) the debt allegedly accrued ; 8. An itemization of the costs, including an accounting, for any additional interest, charges, or other fees placed on this account. I want to request that KOHLS/CAPONE Cease and Desist all further communications and collection actives and provide the verification of the purported debt.		CAPITAL ONE FINANCIAL CORPORATION	OH	432XX		Consent provided	Web	2017-03-08	Closed with explanation	True	No	2375867
2015-04-22	Mortgage	FHA mortgage	Application, originator, mortgage broker				BANK OF AMERICA, NATIONAL ASSOCIATION	AZ	85713		Consent not provided	Web	2015-04-22	Closed with explanation	True	Yes	1342470
2017-03-08	Credit card		Unsolicited issuance of credit card				Alliance Data Card Services	MA	01267		Consent not provided	Web	2017-03-08	Closed with monetary relief	True	No	2377486
