,title,release_date,runtime,vote_count,vote_average,budget,revenue,profit,rating_category
3657,Sleep Tight,2011-10-14,107,202,7.0,5.0,0.0,-5.0,Good
3658,The Cottage,2008-02-07,92,80,6.3,0.0,0.0,0.0,Average
3659,Dead Like Me: Life After Death,2009-02-17,87,65,5.8,0.0,0.0,0.0,Average
3660,Farce of the Penguins,2006-12-01,80,13,3.2,0.0,0.0,0.0,Poor
3661,Flying By,2009-01-01,95,2,7.0,0.0,0.0,0.0,Good
3662,Rudderless,2014-10-17,105,105,7.4,5.0,0.0,-5.0,Good
3663,Henry & Me,2014-08-18,67,3,3.0,5.0,0.0,-5.0,Poor
3664,Christmas Eve,2015-12-04,95,24,6.1,0.0,0.0,0.0,Average
3665,We Have Your Husband,2011-11-12,89,3,5.0,0.0,0.0,0.0,Average
3666,Dying of the Light,2014-12-04,94,118,4.5,15.0,0.0,-15.0,Poor
3667,Born Of War,2013-12-05,109,7,4.1,0.0,0.0,0.0,Poor
3668,Capricorn One,1977-12-10,123,131,6.4,5.0,0.0,-5.0,Average
3669,Should've Been Romeo,2012-04-28,0,0,0.0,0.0,0.0,0.0,Awful
3670,Running Forever,2015-10-27,88,0,0.0,0.0,0.0,0.0,Awful
3671,Yoga Hosers,2016-07-08,88,102,4.7,5.0,0.0,-5.0,Poor
3672,Navy Seals vs. Zombies,2015-10-08,97,36,3.5,0.0,0.0,0.0,Poor
3673,I Served the King of England,2006-12-19,120,22,7.0,0.0,0.0,0.0,Good
3674,Soul Kitchen,2009-09-09,99,116,7.1,5.0,17.872796,12.872796000000001,Good
3675,Sling Blade,1996-08-30,135,231,7.4,1.0,24.475416,23.475416,Good
3676,The Awakening,2011-08-17,107,458,6.3,4.798235,0.209696,-4.588539,Average
3677,Hostel,2005-01-06,94,887,5.7,4.8,80.578934,75.778934,Average
3678,A Cock and Bull Story,2005-07-17,94,43,6.2,0.0,0.0,0.0,Average
3679,Take Shelter,2011-11-25,120,471,7.1,5.0,3.099314,-1.9006859999999999,Good
3680,Lady in White,1988-04-22,112,25,6.3,0.0,0.0,0.0,Average
3681,Driving Lessons,2006-04-30,98,47,6.3,0.0,0.0,0.0,Average
3682,Let's Kill Ward's Wife,2014-12-23,81,76,5.5,5.0,0.0,-5.0,Average
3683,The Texas Chainsaw Massacre 2,1986-08-22,101,139,5.9,4.7,8.025872,3.3258719999999995,Average
3684,Pat Garrett & Billy the Kid,1973-05-23,106,65,7.2,4.638783,11.0,6.361217,Good
3685,Only God Forgives,2013-05-30,90,862,5.6,4.8,10.337387,5.537387,Average
3686,Camping Sauvage,2005-10-13,80,4,4.8,0.0,0.0,0.0,Poor
3687,Without Men,2011-06-29,83,8,4.6,4e-06,0.0,-4e-06,Poor
3688,Dear Frankie,2004-05-18,105,46,7.0,0.0,0.0,0.0,Good
3689,All Hat,2007-09-11,89,1,1.0,0.0,0.0,0.0,Awful
3690,The Names of Love,2010-11-24,100,93,7.3,4.6,0.0,-4.6,Good
3691,Treading Water,2013-09-13,92,6,5.6,4.7,0.0,-4.7,Average
3692,Savage Grace,2007-05-18,97,60,5.7,4.6,0.0,-4.6,Average
3693,Out of the Blue,2006-10-12,103,18,5.9,0.0,0.0,0.0,Average
3694,Police Academy,1984-03-22,96,602,6.5,4.5,146.198896,141.698896,Average
3695,The Blue Lagoon,1980-07-05,104,408,5.8,4.5,58.853106,54.353106,Average
3696,Four Weddings and a Funeral,1994-03-09,117,632,6.6,6.0,254.700832,248.700832,Average
3697,Fast Times at Ridgemont High,1982-08-13,90,322,7.0,4.5,27.09288,22.59288,Good
3698,Moby Dick,1956-06-27,116,89,6.9,4.5,10.4,5.9,Average
3699,25th Hour,2002-12-16,135,629,7.2,15.0,13.060843,-1.9391569999999998,Good
3700,Bound,1996-09-13,108,198,6.9,4.5,7.011317,2.511317,Average
3701,Requiem for a Dream,2000-10-27,102,2443,7.9,4.5,7.390108,2.8901079999999997,Good
3702,State Fair,1945-08-29,96,19,6.2,0.0,0.0,0.0,Average
3703,Tango,1998-02-12,115,6,6.8,0.0,0.0,0.0,Average
3704,Salvador,1986-04-23,123,71,7.0,4.5,0.0,-4.5,Good
3705,Moms' Night Out,2014-03-25,98,121,5.5,5.0,10.429707,5.4297070000000005,Average
3706,Donnie Darko,2001-01-18,113,3452,7.7,6.0,1.270522,-4.729478,Good
3707,Saving Private Perez,2011-03-18,105,18,6.1,0.0,0.0,0.0,Average
3708,Character,1997-04-17,122,25,7.7,4.5,0.0,-4.5,Good
3709,Spun,2002-06-01,101,132,6.6,2.0,0.0,-2.0,Average
3710,Life During Wartime,2009-10-10,97,30,6.3,4.5,0.744816,-3.755184,Average
3711,Sympathy for Lady Vengeance,2005-07-29,115,356,7.4,0.0,23.803308,23.803308,Good
3712,Mozart's Sister,2010-06-09,120,13,6.2,0.0,0.0,0.0,Average
3713,Mean Machine,2001-12-26,99,157,6.0,0.0,0.0,0.0,Average
3714,Exiled,2006-09-06,110,46,7.0,4.5,0.0,-4.5,Good
3715,Blackthorn,2011-08-31,98,73,6.6,0.0,0.623528,0.623528,Average
3716,Lilya 4-ever,2002-08-23,109,139,7.7,0.0,0.0,0.0,Good
3717,After.Life,2010-04-09,104,251,5.4,4.5,3.606395,-0.893605,Average
3718,Fugly,2014-06-13,134,2,5.3,0.0,0.0,0.0,Average
3719,One Flew Over the Cuckoo's Nest,1975-11-18,133,2919,8.2,3.0,108.981275,105.981275,Good
3720,R.L. Stine's Monsterville: The Cabinet of Souls,2015-09-29,85,35,6.9,4.4,0.0,-4.4,Average
3721,Silent Movie,1976-06-17,86,78,6.7,0.0,0.0,0.0,Average
3722,Airlift,2016-01-22,126,57,7.3,4.5,32.0,27.5,Good
3723,Anne of Green Gables,1985-12-01,199,68,8.2,0.0,0.0,0.0,Good
3724,Falcon Rising,2014-09-05,103,71,5.5,0.0,0.0,0.0,Average
3725,The Sweeney,2012-09-11,112,109,5.7,3.7305,6.294161,2.5636609999999997,Average
3726,Sexy Beast,2000-09-13,89,217,7.0,5.0,0.0,-5.0,Good
3727,Easy Money,2010-01-15,124,63,6.5,0.0,0.0,0.0,Average
3728,Whale Rider,2003-01-30,101,111,7.1,8.0,41.4,33.4,Good
3729,Paa,2009-12-04,133,19,6.6,3.25,0.0,-3.25,Average
3730,Cargo,2009-09-24,120,140,5.9,0.0,0.0,0.0,Average
3731,High School Musical,2006-01-20,98,1000,6.1,4.2,0.0,-4.2,Average
3732,Love and Death on Long Island,1997-01-01,93,11,6.9,0.0,0.0,0.0,Average
3733,Night Watch,2004-06-27,114,210,6.3,4.2,32.0,27.8,Average
3734,The Crying Game,1992-09-02,112,176,6.9,3.705538,62.548947,58.843409,Average
3735,Porky's,1981-11-13,94,183,6.1,4.0,125.728258,121.728258,Average
3736,Survival of the Dead,2010-05-06,90,116,4.6,4.0,0.0,-4.0,Poor
3737,Night of the Living Dead,1968-10-01,96,580,7.5,0.114,30.0,29.886,Good
3738,Lost in Translation,2003-08-31,102,1895,7.3,4.0,119.723856,115.723856,Good
3739,Annie Hall,1977-04-19,93,1010,7.8,4.0,38.251425,34.251425,Good
3740,The Greatest Show on Earth,1952-01-10,152,50,6.6,4.0,36.0,32.0,Average
3741,Monster's Ball,2001-11-11,111,250,6.5,4.0,44.909486,40.909486,Average
3742,Maggie,2015-05-08,95,593,5.2,4.0,0.187112,-3.812888,Average
3743,Leaving Las Vegas,1995-10-27,112,360,7.1,3.6,49.8,46.199999999999996,Good
3744,Hansel and Gretel Get Baked,2013-02-19,86,67,4.8,4.5,0.0,-4.5,Poor
3745,The Front Page,1974-12-01,105,68,6.9,4.0,0.0,-4.0,Average
3746,The Boy Next Door,2015-01-23,91,1022,4.1,4.0,52.425855,48.425855,Poor
3747,Trapeze,1956-05-30,105,22,6.4,4.0,14.4,10.4,Average
3748,The Kids Are All Right,2010-07-09,106,506,6.5,3.5,34.70585,31.205849999999998,Average
3749,They Live,1988-11-23,94,550,7.1,4.0,13.008928,9.008928,Good
3750,The Great Escape,1963-06-20,172,717,7.8,4.0,11.744471,7.744471000000001,Good
3751,What the #$*! Do We (K)now!?,2004-04-23,109,34,5.8,0.0,10.0,10.0,Average
3752,The Last Exorcism Part II,2013-02-28,88,203,4.4,5.0,15.179302,10.179302,Poor
3753,Boyhood,2014-06-05,164,1971,7.5,4.0,44.349,40.349,Good
3754,Scoop,2006-07-27,96,420,6.4,4.0,31.584901,27.584901,Average
3755,The Wash,2001-11-16,93,26,5.3,7.0,10.229331,3.229331,Average
3756,3 Strikes,2000-03-01,82,15,5.9,6.0,9.0,3.0,Average
3757,The Cooler,2003-01-17,101,89,6.7,32.0,0.0,-32.0,Average
3758,The Misfits,1961-01-01,124,72,6.8,4.0,8.2,4.199999999999999,Average
3759,The Night Listener,2006-02-12,91,57,5.5,0.0,0.0,0.0,Average
3760,The Jerky Boys,1995-02-03,82,10,4.8,0.0,0.0,0.0,Poor
3761,The Orphanage,2007-08-27,105,633,7.1,0.0,44.0,44.0,Good
3762,A Haunted House 2,2014-04-17,87,346,5.4,0.0,0.0,0.0,Average
3763,The Rules of Attraction,2002-10-11,110,168,6.3,4.0,0.0,-4.0,Average
3764,Topaz,1969-12-18,143,77,6.1,4.0,6.0,2.0,Average
3765,Let's Go to Prison,2006-11-17,84,69,5.5,4.0,4.630045,0.630045,Average
3766,Four Rooms,1995-12-09,98,530,6.5,4.0,4.3,0.2999999999999998,Average
3767,Secretary,2002-01-11,104,376,6.7,4.0,9.304609,5.304608999999999,Average
3768,The Real Cancun,2003-04-23,96,8,3.3,0.0,0.0,0.0,Poor
3769,Talk Radio,1988-12-21,110,46,6.7,4.0,3.468572,-0.531428,Average
3770,Waiting for Guffman,1996-01-31,84,63,7.3,0.0,0.0,0.0,Good
3771,Love Stinks,1999-09-10,94,11,5.4,0.0,0.0,0.0,Average
3772,You Kill Me,2007-02-09,90,80,6.2,4.0,2.426851,-1.573149,Average
3773,Thumbsucker,2005-01-23,96,67,6.1,0.0,1.919197,1.919197,Average
3774,Red State,2011-08-19,88,316,5.9,4.0,1.104682,-2.895318,Average
3775,Mirrormask,2005-01-25,101,102,6.6,4.0,0.866999,-3.133001,Average
3776,Samsara,2011-09-16,102,167,8.0,4.0,0.0,-4.0,Good
3777,The Barbarians,1987-03-01,87,8,5.1,0.0,0.0,0.0,Average
3778,The Art of Getting By,2011-06-17,83,415,6.5,0.0,1.406224,1.406224,Average
3779,Zipper,2015-08-28,103,58,5.5,0.0,0.0,0.0,Average
3780,Poolhall Junkies,2002-06-07,99,25,6.5,0.0,0.0,0.0,Average
3781,The Loss of Sexual Innocence,1999-04-29,106,9,5.2,4.0,0.0,-4.0,Average
3782,Holy Motors,2012-07-02,115,228,6.9,0.0,0.6411,0.6411,Average
3783,Joe,2014-04-11,118,338,6.5,4.0,2.365467,-1.6345329999999998,Average
3784,Shooting Fish,1997-08-22,109,23,7.0,3.0,0.302204,-2.697796,Good
3785,Prison,1988-03-04,102,27,6.7,1.3,0.354704,-0.945296,Average
3786,Psycho Beach Party,2000-08-06,95,26,6.0,1.5,0.0,-1.5,Average
3787,The Big Tease,1999-01-01,87,6,5.8,0.0,0.0,0.0,Average
3788,"Guten Tag, Ramón",2013-10-18,119,18,8.1,4.0,0.0,-4.0,Good
3789,Trust,2010-09-10,104,307,6.6,9.5,0.12,-9.38,Average
3790,An Everlasting Piece,2000-12-22,103,1,6.0,0.0,0.0,0.0,Average
3791,Among Giants,1998-06-24,93,2,4.5,0.0,0.0,0.0,Poor
3792,Adore,2013-04-03,100,291,6.1,16.0,0.318982,-15.681018,Average
3793,The Velocity of Gary,1999-07-16,100,5,4.2,4.0,0.0,-4.0,Poor
3794,Mondays in the Sun,2002-09-27,113,36,7.1,4.0,0.146402,-3.853598,Good
3795,Stake Land,2010-09-30,98,285,6.2,0.65,0.033245,-0.616755,Average
3796,The Last Time I Committed Suicide,1997-06-20,92,7,6.7,0.0,0.0,0.0,Average
3797,Futuro Beach,2014-05-01,106,31,6.4,0.0,0.0,0.0,Average
3798,Another Happy Day,2011-11-18,119,37,6.2,4.0,0.355688,-3.644312,Average
3799,A Lonely Place to Die,2011-04-09,99,157,6.2,4.0,25.345,21.345,Average
3800,Nothing,2003-09-09,90,38,5.8,0.0,0.0,0.0,Average
3801,The Geographer Drank His Globe Away,2013-07-26,120,23,7.3,0.0,4.037782,4.037782,Good
3802,1776,1972-11-09,142,20,7.1,0.0,0.0,0.0,Good
3803,Inescapable,2012-09-14,93,13,5.2,0.0,0.0,0.0,Average
3804,Hell's Angels,1930-11-15,127,19,6.1,3.95,8.0,4.05,Average
3805,Purple Violets,2007-04-30,103,9,5.7,4.0,0.0,-4.0,Average
3806,The Veil,2016-04-21,93,118,4.5,4.0,0.0,-4.0,Poor
3807,The Loved Ones,2009-09-13,84,207,6.6,0.0,0.0,0.0,Average
3808,The Helpers,2012-10-27,78,8,4.1,4.0,0.0,-4.0,Poor
3809,How to Fall in Love,2012-07-21,0,20,5.2,4.0,0.0,-4.0,Average
3810,The Perfect Wave,2014-02-28,113,21,4.4,0.0,0.0,0.0,Poor
3811,A Man for All Seasons,1966-12-12,120,89,7.5,3.9,28.35,24.450000000000003,Good
3812,Network,1976-11-01,121,381,7.7,3.8,23.689877,19.889877,Good
3813,Gone with the Wind,1939-12-15,238,970,7.7,4.0,400.176459,396.176459,Good
3814,Desert Dancer,2014-07-03,98,18,6.5,0.0,0.0,0.0,Average
3815,Major Dundee,1965-04-07,123,38,6.2,3.8,0.014873,-3.7851269999999997,Average
3816,Annie Get Your Gun,1950-05-17,107,22,7.3,3.768785,8.0,4.231215000000001,Good
3817,Four Lions,2010-05-07,101,423,7.0,0.967686,4.27,3.3023139999999995,Good
3818,The House of Sand,2005-05-13,115,9,6.7,0.0,0.0,0.0,Average
3819,Defendor,2009-09-12,101,195,6.5,3.5,0.044462,-3.4555379999999998,Average
3820,The Pirate,1948-06-11,102,17,6.6,3.7,2.956,-0.7440000000000002,Average
3821,The Good Heart,2009-09-11,95,21,6.0,3.8,0.0,-3.8,Average
3822,The History Boys,2006-10-02,109,66,6.6,4.0,13.401952,9.401952,Average
3823,Midnight Cowboy,1969-05-25,113,299,7.4,3.6,44.785053,41.185052999999996,Good
3824,The Full Monty,1997-08-13,91,363,6.8,3.5,257.850122,254.350122,Average
3825,Airplane!,1980-07-02,88,1074,7.1,3.5,83.453539,79.953539,Good
3826,Chain of Command,2015-08-30,88,11,5.3,5.0,0.0,-5.0,Average
3827,Friday,1995-04-26,91,503,7.0,3.5,28.215918,24.715918,Good
3828,Menace II Society,1993-05-26,97,173,7.2,3.5,27.9,24.4,Good
3829,Creepshow 2,1987-05-01,92,129,5.9,3.5,14.0,10.5,Average
3830,The Ballad of Cable Hogue,1970-05-13,121,47,6.9,3.716946,5.0,1.283054,Average
3831,In Cold Blood,1967-12-14,134,82,7.4,3.5,13.007551,9.507551,Good
3832,The Nun's Story,1959-06-18,149,46,7.4,3.5,12.8,9.3,Good
3833,Harper,1966-02-23,121,35,6.2,3.5,12.0,8.5,Average
3834,Frenzy,1972-05-25,116,158,7.1,3.5,12.6,9.1,Good
3835,The Witch,2016-02-19,92,1434,6.3,3.5,40.423945,36.923945,Average
3836,I Got the Hook Up,1998-05-27,93,8,5.4,0.0,0.0,0.0,Average
3837,She's the One,1996-08-26,96,70,5.7,3.5,9.482579,5.982578999999999,Average
3838,Gods and Monsters,1998-01-21,105,81,6.8,10.0,6.451628,-3.5483719999999996,Average
3839,The Secret in Their Eyes,2009-08-13,129,626,7.8,2.0,33.965843,31.965843,Good
3840,Train,2008-10-16,94,36,4.8,0.0,0.0,0.0,Poor
3841,Evil Dead II,1987-03-13,84,742,7.6,3.6,5.923044,2.323044,Good
3842,Pootie Tang,2001-06-29,81,43,5.4,0.0,0.0,0.0,Average
3843,Sharknado,2013-07-11,86,476,3.8,1.0,0.0,-1.0,Poor
3844,The Other Conquest,1999-04-01,105,4,5.4,0.0,0.0,0.0,Average
3845,Troll Hunter,2010-10-29,103,583,6.7,3.5,4.159678,0.6596780000000004,Average
3846,Ira & Abby,2006-01-01,104,9,5.8,0.0,0.0,0.0,Average
3847,Winter Passing,2006-02-07,98,28,6.7,3.5,0.113783,-3.386217,Average
3848,D.E.B.S.,2004-01-21,91,90,5.6,3.5,0.0,-3.5,Average
3849,The Masked Saint,2016-01-08,111,7,2.9,0.0,0.0,0.0,Awful
3850,The Betrayed,2008-09-27,98,10,5.2,3.5,0.0,-3.5,Average
3851,Taxman,1999-09-16,104,1,2.0,0.0,0.0,0.0,Awful
3852,The Secret,2016-04-29,200,0,0.0,0.0,0.0,0.0,Awful
3853,2:13,2009-04-25,96,10,4.6,3.5,0.0,-3.5,Poor
3854,"Batman: The Dark Knight Returns, Part 2",2013-01-18,78,419,7.9,3.5,0.0,-3.5,Good
3855,Time to Choose,2015-09-04,100,0,0.0,3.5,0.0,-3.5,Awful
3856,In the Name of the King III,2013-12-27,85,19,3.3,3.5,0.0,-3.5,Poor
3857,Wicked Blood,2014-03-04,92,37,5.3,3.5,0.0,-3.5,Average
3858,Stranded,2015-06-05,86,11,5.0,0.0,0.0,0.0,Average
3859,Lords of London,2014-01-06,90,6,3.6,3.44,0.0,-3.44,Poor
3860,High Anxiety,1977-12-25,94,84,6.5,3.4,31.063038,27.663038,Average
3861,March of the Penguins,2005-01-26,80,358,6.9,8.0,127.392239,119.392239,Average
3862,Margin Call,2011-09-28,107,524,6.7,3.5,19.504039,16.004039,Average
3863,August,2011-06-09,100,15,6.2,0.0,0.0,0.0,Average
3864,Choke,2008-09-26,92,127,6.0,3.0,3.830137,0.8301370000000001,Average
3865,Whiplash,2014-10-10,105,4254,8.3,3.3,13.092,9.792000000000002,Good
3866,City of God,2002-02-05,130,1814,8.1,3.3,30.64177,27.34177,Good
3867,Human Traffic,1999-06-04,99,97,6.8,0.6,4.0,3.4,Average
3868,To Write Love on Her Arms,2015-03-13,118,47,6.8,3.4,0.0,-3.4,Average
3869,The Dead Girl,2006-11-07,85,66,6.4,0.0,0.0,0.0,Average
3870,The Hunt,2012-08-28,115,927,7.9,3.8,16.8,13.0,Good
3871,A Christmas Story,1983-11-18,94,344,7.4,0.0,19.294144,19.294144,Good
3872,Bella,2006-09-09,91,37,6.7,0.0,0.0,0.0,Average
3873,Class of 1984,1982-08-20,98,66,6.2,4.3,0.0,-4.3,Average
3874,The Opposite Sex,2014-11-08,96,9,4.1,3.3,0.045,-3.255,Poor
3875,Dreaming of Joseph Lees,1999-10-29,92,1,8.0,2.0,7e-06,-1.999993,Good
3876,The Class,2008-09-24,128,174,6.8,0.0,28.81458,28.81458,Average
3877,Rosemary's Baby,1968-06-12,136,863,7.5,3.2,33.395426,30.195426,Good
3878,The Man Who Shot Liberty Valance,1962-04-22,123,265,7.4,3.2,8.0,4.8,Good
3879,Adam,2009-07-29,99,150,6.9,0.0,2.277396,2.277396,Average
3880,Maria Full of Grace,2004-01-18,101,101,6.9,0.0,0.0,0.0,Average
3881,Beginners,2010-09-11,105,347,6.8,3.2,5.332926,2.1329259999999994,Average
3882,Feast,2005-10-14,95,160,6.1,0.0,0.658573,0.658573,Average
3883,Animal House,1978-07-27,109,418,7.0,2.7,141.0,138.3,Good
3884,Goldfinger,1964-09-17,110,987,7.2,2.5,124.881062,122.381062,Good
3885,Antiviral,2012-09-19,110,112,5.7,2.4,0.0,-2.4,Average
3886,It's a Wonderful Life,1946-12-20,130,1076,8.0,3.18,9.644124,6.464124,Good
3887,Trainspotting,1996-02-23,93,2655,7.8,4.0,16.49108,12.49108,Good
3888,The Original Kings of Comedy,2000-08-18,115,15,6.3,0.0,0.0,0.0,Average
3889,Paranormal Activity 2,2010-10-20,91,722,5.7,3.0,177.512032,174.512032,Average
3890,Waking Ned,1998-09-15,91,54,7.4,0.0,0.0,0.0,Good
3891,Bowling for Columbine,2002-10-09,120,453,7.3,4.0,35.564473,31.564473,Good
3892,Coming Home,2014-05-16,111,49,6.9,0.0,0.0,0.0,Average
3893,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985-10-31,87,361,5.7,3.0,29.999213,26.999213,Average
3894,A Room with a View,1985-12-13,117,156,6.9,3.0,20.966644,17.966644,Average
3895,The Purge,2013-05-31,86,2428,6.0,3.0,89.328627,86.328627,Average
3896,Sinister,2012-03-29,110,1573,6.7,3.0,77.712439,74.712439,Average
3897,Martin Lawrence Live: Runteldat,2002-08-01,113,1,5.0,3.0,19.184015,16.184015,Average
3898,Cat on a Hot Tin Roof,1958-02-17,108,165,7.6,3.0,17.570324,14.570324,Good
3899,Beneath the Planet of the Apes,1970-05-01,95,361,6.2,3.0,18.999718,15.999718000000001,Average
3900,Air Bud,1997-08-01,98,106,5.3,3.0,23.144499,20.144499,Average
3901,Pokémon: Spell of the Unknown,2000-07-08,93,137,5.9,16.0,68.411275,52.411275,Average
3902,Friday the 13th Part VI: Jason Lives,1986-08-01,86,216,5.7,3.0,19.472057,16.472057,Average
3903,The Bridge on the River Kwai,1957-10-02,161,542,7.7,3.0,33.3,30.299999999999997,Good
3904,Spaced Invaders,1990-04-27,100,25,4.7,3.0,15.369573,12.369573,Poor
3905,Family Plot,1976-04-09,121,86,6.7,2.0,7.9,5.9,Average
3906,The Apartment,1960-06-15,125,483,8.1,3.0,25.0,22.0,Good
3907,Jason Goes to Hell: The Final Friday,1993-08-13,87,193,4.2,3.0,15.938065,12.938065,Poor
3908,Torn Curtain,1966-07-13,128,120,6.4,3.0,13.0,10.0,Average
3909,Dave Chappelle's Block Party,2005-09-12,100,28,6.4,3.0,11.718595,8.718595,Average
3910,Slow West,2015-04-16,84,367,6.6,0.0,0.229094,0.229094,Average
3911,Krush Groove,1985-10-25,97,11,7.0,3.0,0.0,-3.0,Good
3912,Next Day Air,2009-02-06,84,36,5.3,0.0,0.0,0.0,Average
3913,Elmer Gantry,1960-06-19,146,41,7.3,3.0,10.4,7.4,Good
3914,Judgment at Nuremberg,1961-12-01,186,155,7.6,3.0,10.0,7.0,Good
3915,Trippin',1999-05-12,94,4,4.5,0.0,9.016377,9.016377,Poor
3916,Red River,1948-08-26,133,82,7.3,3.0,9.012,6.0120000000000005,Good
3917,Phat Girlz,2006-01-01,99,10,3.7,0.0,0.0,0.0,Poor
3918,Before Midnight,2013-04-05,108,568,7.4,3.0,11.176469,8.176469,Good
3919,Teen Wolf Too,1987-11-20,95,46,3.8,0.0,0.0,0.0,Poor
3920,Phantasm II,1988-07-08,97,94,6.3,3.0,7.282851,4.282851,Average
3921,Woman Thou Art Loosed,2004-09-30,94,3,5.0,3.0,6.804016,3.804016,Average
3922,Real Women Have Curves,2002-01-01,86,19,5.8,0.0,0.0,0.0,Average
3923,Water,2005-09-08,115,34,6.8,0.0,10.422387,10.422387,Average
3924,East Is East,1999-05-14,97,59,6.5,3.8,28.2,24.4,Average
3925,Whipped,2000-09-01,82,11,3.1,3.0,0.0,-3.0,Poor
3926,Kama Sutra - A Tale of Love,1996-09-11,117,35,5.7,3.0,4.109095,1.109095,Average
3927,Please Give,2010-01-22,90,57,6.0,3.0,0.0,-3.0,Average
3928,Willy Wonka & the Chocolate Factory,1971-06-29,100,798,7.4,3.0,4.0,1.0,Good
3929,Warlock: The Armageddon,1993-05-01,98,38,5.2,0.0,0.0,0.0,Average
3930,8 Heads in a Duffel Bag,1997-04-18,95,39,5.4,0.0,0.0,0.0,Average
3931,Days of Heaven,1978-09-13,94,234,7.6,0.0,0.0,0.0,Good
3932,Thirteen Conversations About One Thing,2001-09-02,104,25,6.4,0.0,0.0,0.0,Average
3933,Jawbreaker,1999-01-30,87,90,5.9,3.0,3.07682,0.07682000000000011,Average
3934,Basquiat,1996-08-09,108,94,6.6,2.962051,3.011195,0.04914399999999963,Average
3935,Frances Ha,2013-05-17,86,345,7.2,0.0,4.069826,4.069826,Good
3936,Tsotsi,2005-08-18,94,94,6.9,3.0,9.879971,6.879970999999999,Average
3937,Happiness,1998-10-16,139,194,7.4,3.0,2.80739,-0.19261000000000017,Good
3938,DysFunktional Family,2003-04-04,89,4,6.1,0.0,0.0,0.0,Average
3939,Tusk,2014-09-19,102,366,5.1,2.8,1.826705,-0.9732949999999998,Average
3940,Oldboy,2003-01-01,120,1945,8.0,3.0,14.980005,11.980005,Good
3941,Letters to God,2010-04-09,110,37,6.5,0.0,0.0,0.0,Average
3942,Hobo with a Shotgun,2011-05-06,86,211,5.7,3.0,0.748453,-2.251547,Average
3943,Compadres,2016-03-31,101,17,5.2,3.0,0.0,-3.0,Average
3944,Freeway,1996-08-23,110,95,6.5,3.0,0.0,-3.0,Average
3945,Love's Abiding Joy,2006-10-06,87,12,5.8,0.0,0.0,0.0,Average
3946,Fish Tank,2009-05-14,123,250,6.9,3.0,2.357852,-0.6421480000000002,Average
3947,Damsels in Distress,2012-04-06,99,67,5.6,0.0,0.0,0.0,Average
3948,Creature,1998-05-17,176,21,4.0,0.0,0.0,0.0,Poor
3949,Bachelorette,2012-08-06,87,444,5.3,3.0,11.947954,8.947954,Average
3950,Brave New Girl,2004-04-25,120,3,3.7,0.0,0.0,0.0,Poor
3951,Tim and Eric's Billion Dollar Movie,2012-03-02,94,34,5.2,0.0,0.0,0.0,Average
3952,Summer Storm,2004-09-02,98,59,6.7,2.7,0.0,-2.7,Average
3953,Fort McCoy,2014-01-01,0,2,6.3,0.0,0.0,0.0,Average
3954,Chain Letter,2010-10-01,96,37,3.9,0.0,0.0,0.0,Poor
3955,Just Looking,1999-10-21,97,5,5.8,3.0,0.0,-3.0,Average
3956,The Divide,2011-03-13,112,197,5.7,3.0,0.022,-2.978,Average
3957,The Eclipse,2009-04-24,88,15,6.1,0.0,0.0,0.0,Average
3958,Demonic,2015-02-12,83,148,4.9,3.0,3.387,0.387,Poor
3959,My Big Fat Independent Movie,2005-03-04,80,5,3.0,0.0,0.0,0.0,Poor
3960,The Deported,2010-06-15,90,0,0.0,0.0,0.0,0.0,Awful
3961,Tanner Hall,2009-09-14,96,32,5.4,0.0,0.0,0.0,Average
3962,Open Road,2013-04-12,85,18,5.2,3.0,0.0,-3.0,Average
3963,They Came Together,2014-06-27,84,171,5.3,0.0,0.0,0.0,Average
3964,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2013-01-14,80,28,2.9,0.0,0.0,0.0,Awful
3965,Never Back Down 2: The Beatdown,2011-09-13,90,136,5.8,3.0,0.0,-3.0,Average
3966,Point Blank,1967-08-30,92,95,7.1,2.5,3.2,0.7000000000000002,Good
3967,Four Single Fathers,2009-01-15,100,0,0.0,3e-06,0.0,-3e-06,Awful
3968,Enter the Dangerous Mind,2013-03-11,88,14,4.8,0.0,0.0,0.0,Poor
3969,Something Wicked,2014-04-04,95,16,4.6,3.0,0.0,-3.0,Poor
3970,AWOL-72,2015-08-07,79,10,2.8,3.0,0.0,-3.0,Awful
3971,Iguana,1988-04-01,88,1,6.0,0.0,0.0,0.0,Average
3972,Chicago Overcoat,2009-10-10,95,5,6.1,3.2,0.0,-3.2,Average
3973,Barry Munday,2010-03-13,95,22,6.3,0.0,0.0,0.0,Average
3974,Central Station,1998-01-16,113,126,7.6,2.9,5.596708,2.6967079999999997,Good
3975,Pocketful of Miracles,1961-12-18,136,25,7.3,2.9,5.0,2.1,Good
3976,Close Range,2015-12-11,80,54,4.9,0.0,0.0,0.0,Poor
3977,Boynton Beach Club,2005-08-05,105,3,6.8,0.0,0.0,0.0,Average
3978,Amnesiac,2015-08-14,90,52,4.1,3.0,0.0,-3.0,Poor
3979,Freakonomics,2010-10-01,93,36,6.6,3.0,0.103735,-2.896265,Average
3980,High Tension,2003-06-18,91,271,6.6,0.0,0.0,0.0,Average
3981,Griff the Invisible,2011-08-19,93,34,6.1,2.90266,0.0,-2.90266,Average
